可燃性固体として正しくないものは？, ポリスチレン, セルロイド, 硝酸, 石綿, 木材, 3
"灯油を取り扱う際に注意すべき点はどれですか？","無臭であるため気づきにくい","水によく溶けるため拡散しやすい","特有の臭いがあり揮発性が高い","静電気によって引火する危険性がある","密閉された容器では腐食を起こしやすい","4"
"灯油に関する誤った記述はどれですか？","水に溶ける","石油ストーブの燃料として使用される","特有の臭いがある","蒸気比重が4.5","布に染み込むと引火しやすくなる","1"

"軽油の比重の範囲はどれですか？","0.82〜0.89","0.83〜0.90","0.84〜0.91","0.85〜0.92","0.86〜0.93","2"
"軽油の引火点の範囲はどれですか？","44〜69℃","45〜70℃","46〜71℃","47〜72℃","48〜73℃","2"
"軽油の発火点はどの温度ですか？","249℃","250℃","251℃","252℃","253℃","2"
"軽油の燃焼範囲はどれですか？","0.9〜5.9％","1.0〜6.0％","1.1〜6.1％","1.2〜6.2％","1.3〜6.3％","2"
"軽油の蒸気比重はいくつですか？","4.4","4.5","4.6","4.7","4.8","2"
"軽油は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"軽油の使用に関する正しい記述はどれですか？","自動車のガソリンとして使われる","ディーゼルエンジン車の燃料として使用される","石油ストーブの燃料として使用される","医薬品の成分として使用される","食品の添加物として使用される","2"
"軽油を取り扱う際に注意すべき点はどれですか？","引火点が非常に高い","燃焼範囲の下限値が小さい","水によく溶けるため拡散しやすい","蒸気比重が小さいため、空気より軽くて上昇しやすい","非常に毒性が強い","2"
"軽油に関する誤った記述はどれですか？","ディーゼルエンジン車の燃料として使用される","燃焼範囲の下限値が大きい","水に溶けない","蒸気比重が4.5","特有の臭いがない","5"

"クロロベンゼンの比重はいくつですか？","1.10","1.11","1.12","1.13","1.14","2"
"クロロベンゼンの引火点はどの温度ですか？","29.3℃","29.4℃","29.5℃","29.6℃","29.7℃","2"
"クロロベンゼンの発火点はどの温度ですか？","592℃","593℃","594℃","595℃","596℃","2"
"クロロベンゼンの燃焼範囲はどれですか？","1.2〜9.5％","1.3〜9.6％","1.4〜9.7％","1.5〜9.8％","1.6〜9.9％","2"
"クロロベンゼンの蒸気比重はいくつですか？","3.87","3.88","3.89","3.90","3.91","2"
"クロロベンゼンは水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"クロロベンゼンの使用に関する正しい記述はどれですか？","染料や医薬品の原料として使われる","飲料水の消毒剤として使用される","食品の保存料として使用される","石油ストーブの燃料として使用される","冷却媒体として使用される","1"
"クロロベンゼンを取り扱う際に注意すべき点はどれですか？","比重が1より小さいため水面に浮く","特有の臭いがないため漏れに気づきにくい","水に溶けないため水での洗い流しは困難","燃焼範囲の下限値が高いため燃えにくい","毒性がある","3"
"クロロベンゼンに関する誤った記述はどれですか？","無色透明の液体である","特有の臭いがある","水に溶けやすい","比重が1.11","燃焼範囲の下限値が低い","3"

"テレビン油の比重はいくつですか？","0.85","0.86","0.87","0.88","0.89","2"
"テレビン油の引火点はどの温度ですか？","34℃","35℃","36℃","37℃","38℃","2"
"テレビン油の発火点はどの温度ですか？","239℃","240℃","241℃","242℃","243℃","2"
"テレビン油の燃焼範囲の下限値はどれですか？","0.7％","0.8％","0.9％","1.0％","1.1％","2"
"テレビン油の蒸気比重はいくつですか？","4.6","4.7","4.8","4.9","5.0","2"
"テレビン油は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"テレビン油の使用に関する正しい記述はどれですか？","飲料水の消毒剤として使用される","油脂や樹脂を溶かすために使用される","食品の保存料として使用される","石油ストーブの燃料として使用される","冷却媒体として使用される","2"
"テレビン油を取り扱う際に注意すべき点はどれですか？","水に溶けるため水洗いできる","燃焼範囲の下限値が高いため燃えやすい","水に溶けないため水での洗い流しは困難","特有の臭いがないため漏れに気づきにくい","毒性がある","3"
"テレビン油に関する誤った記述はどれですか？","水に溶けやすい","アルコール類に溶ける","油脂や樹脂を溶かす","蒸気比重が4.7","引火点が35℃","1"

"キシレンの比重はいくつですか？","0.87","0.88","0.89","0.90","0.91","2"
"キシレンの引火点はどの温度ですか？","26℃","27℃","28℃","29℃","30℃","2"
"キシレンの発火点は特定されていますか？","はい、特定されている","いいえ、特定されていない","-", "-", "-", "2"
"キシレンの燃焼範囲の下限値はどれですか？","1.0％","1.1％","1.2％","1.3％","1.4％","2"
"キシレンの蒸気比重はいくつですか？","3.6","3.7","3.8","3.9","4.0","2"
"キシレンは水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"キシレンの使用に関する正しい記述はどれですか？","飲料水の消毒剤として使用される","油脂や樹脂を溶かすために使用される","食品の保存料として使用される","石油ストーブの燃料として使用される","有機溶剤に溶ける","5"
"キシレンを取り扱う際に注意すべき点はどれですか？","水に溶けるため水洗いできる","燃焼範囲の下限値が高いため燃えやすい","水に溶けないため水での洗い流しは困難","特有の臭いがないため漏れに気づきにくい","毒性があるため取扱には特別な注意が必要","5"
"キシレンに関する誤った記述はどれですか？","水に溶けやすい","特有の臭いがある","無色透明の液体","有機溶剤に溶ける","毒性がない","5"

"酢酸の比重はいくつですか？","1.04","1.05","1.06","1.07","1.08","2"
"酢酸の引火点はどの温度ですか？","40℃","41℃","42℃","43℃","44℃","2"
"酢酸の発火点はどの温度ですか？","462℃","463℃","464℃","465℃","466℃","2"
"酢酸の燃焼範囲の下限値はどれですか？","3.9％","4.0％","4.1％","4.2％","4.3％","2"
"酢酸の蒸気比重はいくつですか？","2.0","2.1","2.2","2.3","2.4","2"
"酢酸は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","1"
"酢酸の使用に関する正しい記述はどれですか？","飲料水の消毒剤として使用される","塗料の溶剤として使用される","食品の保存料として使用される","ディーゼルエンジン車の燃料として使用される","石油ストーブの燃料として使用される","3"
"酢酸を取り扱う際に注意すべき点はどれですか？","特有の刺激臭があるため換気を良くする必要がある","比重が１よりも小さいため軽い","水に溶けないため水での洗い流しは困難","燃焼範囲の下限値が高いため燃えにくい","毒性があるため取扱には特別な注意が必要","1"
"酢酸に関する誤った記述はどれですか？","水に溶けやすい","特有の刺激臭がある","無色透明の液体","ジエチルエーテルやエチルアルコールによく溶ける","比重が１よりも小さい","5"

"重油の比重の範囲はどれですか？","0.88〜0.98","0.89〜0.99","0.9〜1.0","1.01〜1.1","1.1〜1.2","3"
"重油の引火点の範囲はどれですか？","50〜140℃","55〜145℃","60〜150℃","65〜155℃","70〜160℃","3"
"重油の発火点の範囲はどれですか？","240〜370℃","245〜375℃","250〜380℃","255〜385℃","260〜390℃","3"
"重油は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"重油の主な用途は何ですか？","自動車の燃料","飛行機の燃料","船舶の燃料","塗料の溶剤","消毒剤","3"
"重油を取り扱う際に注意すべき点はどれですか？","水に溶けないため、水での洗い流しは効果的ではない","低温では凝固する可能性がある","不純物として含まれる硫黄は燃焼すると有毒ガスを生じる","全ての記述が正しい","4"
"重油の燃焼時の危険性に関する正しい記述はどれですか？","常温では引火しやすい","加熱すると引火しやすくなる","水での消火が可能","低温では引火しやすい","2"
"重油の色に関する正しい記述はどれですか？","常に無色透明である","常に褐色または暗褐色である","色はその成分によって異なる","常に青色をしている","2"

"クレオソート油の比重の範囲はどれですか？","0.95以上","0.98以上","1.0以上","1.02以上","1.05以上","3"
"クレオソート油の引火点は何度ですか？","72℃","74℃","76℃","78℃","80℃","2"
"クレオソート油の発火点は何度ですか？","330℃","332℃","336℃","340℃","342℃","3"
"クレオソート油は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"クレオソート油の主な用途は何ですか？","木材の防腐剤","自動車の燃料","飛行機の燃料","塗料の溶剤","消毒剤","1"
"クレオソート油を取り扱う際に注意すべき点はどれですか？","水に溶けないため、水での洗い流しは効果的ではない","低温では凝固する可能性がある","ジエチルエーテルやエチルアルコールに溶ける","全ての記述が正しい","4"
"クレオソート油の燃焼時の危険性に関する正しい記述はどれですか？","常温では引火しやすい","加熱すると引火しやすくなる","水での消火が可能","低温では引火しやすい","2"
"クレオソート油の色に関する正しい記述はどれですか？","常に無色透明である","常に黄色または暗褐色である","色はその成分によって異なる","常に青色をしている","2"

"アニリンの比重はどれくらいですか？","0.99","1.00","1.01","1.02","1.03","3"
"アニリンの引火点は何度ですか？","68℃","70℃","72℃","74℃","76℃","2"
"アニリンの発火点は何度ですか？","610℃","612℃","615℃","618℃","620℃","3"
"アニリンは水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"アニリンの主な用途は何ですか？","染料の原料","自動車の燃料","飛行機の燃料","塗料の溶剤","消毒剤","1"
"アニリンを取り扱う際に注意すべき点はどれですか？","引火点が高いため、常温では引火しにくい","有毒な蒸気を発する","ジエチルエーテルやエチルアルコールに溶ける","全ての記述が正しい","4"
"アニリンの蒸気に関する正しい記述はどれですか？","無害である","蒸気比重が水より軽い","蒸気比重が空気より重い","水溶性がある","3"
"アニリンの色に関する正しい記述はどれですか？","常に無色透明である","常に黄色または暗褐色である","透明または淡黄の液体である","常に青色をしている","3"

"ニトロベンゼンの比重はどれくらいですか？","1.18","1.19","1.2","1.21","1.22","3"
"ニトロベンゼンの引火点は何度ですか？","86℃","87℃","88℃","89℃","90℃","3"
"ニトロベンゼンの発火点は何度ですか？","480℃","481℃","482℃","483℃","484℃","3"
"ニトロベンゼンの燃焼範囲の下限はどれくらいですか？","1.6％","1.7％","1.8％","1.9％","2.0％","3"
"ニトロベンゼンは水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"ニトロベンゼンの蒸気比重はいくつですか？","4.1","4.2","4.3","4.4","4.5","3"
"ニトロベンゼンを取り扱う際に最も注意すべき点は何ですか？","比重が大きい","引火点が高い","毒性が強い","全ての記述が正しい","3"
"ニトロベンゼンの色に関する正しい記述はどれですか？","常に無色透明である","常に黄色または暗褐色である","褐色または暗褐色の液体である","常に青色をしている","3"

"グリセリンの比重はどれくらいですか？","1.25","1.26","1.27","1.28","1.3","5"
"グリセリンの引火点は何度ですか？","158℃","159℃","160℃","161℃","162℃","3"
"グリセリンの発火点は何度ですか？","368℃","369℃","370℃","371℃","372℃","3"
"グリセリンの水溶性の有無は？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","1"
"グリセリンはエチルアルコールに溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","1"
"グリセリンの主な用途として考えられないものはどれですか？","化粧品の保湿剤","食品の甘味料","工業用潤滑剤","燃料","火薬の安定化剤","4"
"グリセリンが化学的に反応しやすい物質はどれですか？","酸","アルカリ","オキシダント","全ての記述が正しい","4"
"グリセリンを安全に取り扱う際に最も注意すべき点は何ですか？","毒性がある","引火性がある","発火点が高い","すべての記述が正しい","3"

"エチレングリコールの比重はどれくらいですか？","1.09","1.1","1.11","1.12","1.13","2"
"エチレングリコールの引火点は何度ですか？","109℃","110℃","111℃","112℃","113℃","3"
"エチレングリコールの発火点は何度ですか？","396℃","397℃","398℃","399℃","400℃","3"
"エチレングリコールの水溶性の有無は？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","1"
"エチレングリコールの主な用途として考えられないものはどれですか？","不凍液","溶剤","プラスチックの原料","燃料","冷却剤","4"
"エチレングリコールが化学的に反応しやすい物質はどれですか？","酸","アルカリ","オキシダント","全ての記述が正しい","4"
"エチレングリコールを安全に取り扱う際に最も注意すべき点は何ですか？","毒性がある","引火性がある","発火点が高い","すべての記述が正しい","1"

"ギヤー油の比重はどれくらいですか？","0.89","0.9","0.91","0.92","0.93","2"
"ギヤー油の引火点は何度ですか？","218℃","219℃","220℃","221℃","222℃","3"
"ギヤー油の流動点は何度ですか？","-13℃","-12℃","-11℃","-10℃","-9℃","2"
"ギヤー油の水溶性の有無は？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"ギヤー油の主な用途は何ですか？","燃料として","洗浄剤として","潤滑油として","冷却剤として","2"
"ギヤー油の粘り気について正しい記述はどれですか？","粘り気がない","粘り気が弱い","粘り気が強い","特別な条件下でのみ粘り気がある","3"
"ギヤー油が水よりも軽い理由は何ですか？","比重が1より小さいから","比重が1より大きいから","比重が1と同じから","比重に関係なく、常に軽い","1"

"シリンダー油の比重はどれくらいですか？","0.94","0.95","0.96","0.97","0.98","2"
"シリンダー油の引火点は何度ですか？","248℃","249℃","250℃","251℃","252℃","3"
"シリンダー油の流動点は何度ですか？","-11℃","-10℃","-9℃","-8℃","-7℃","2"
"シリンダー油の水溶性の有無は？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"シリンダー油の主な用途は何ですか？","燃料として","洗浄剤として","潤滑油として","冷却剤として","3"
"シリンダー油の粘り気について正しい記述はどれですか？","粘り気がない","粘り気が弱い","粘り気が強い","特別な条件下でのみ粘り気がある","3"
"シリンダー油が火災時に消火が困難な理由は何ですか？","引火点が低いから","水溶性があるから","引火点が高く粘り気が強いから","常に自己発火するから","3"

"タービン油の比重はどれくらいですか？","0.87","0.88","0.89","0.90","0.91","2"
"タービン油の引火点は何度ですか？","228℃","229℃","230℃","231℃","232℃","3"
"タービン油の流動点は何度ですか？","-13℃","-12℃","-11℃","-10℃","-9℃","2"
"タービン油は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"タービン油の主な用途は何ですか？","燃料として","洗浄剤として","潤滑油として","冷却剤として","3"
"タービン油の粘り気について正しい記述はどれですか？","粘り気がない","粘り気が弱い","粘り気が強い","特別な条件下でのみ粘り気がある","3"
"タービン油が火災時に消火が困難な理由は何ですか？","引火点が低いから","水溶性があるから","引火点が高く粘り気が強いから","常に自己発火するから","3"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"マシン油の比重はいくつですか？","0.85","0.92","1.00","1.10","2"
"マシン油の引火点の温度はどれですか？","180℃","200℃","220℃","240℃","2"
"マシン油の流動点は何℃ですか？","-15℃","-12℃","-10℃","-5℃","3"
"マシン油は水に溶けますか？","はい","いいえ","部分的に溶ける","状況による","2"
"マシン油の消火に適している方法は何ですか？","水消火","泡消火","窒息消火","化学消火","3"
"マシン油の比重は1より大きいですか？","はい","いいえ","比重による","測定不能","2"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"モーター油の比重はいくつですか？","0.80","0.82","0.85","0.90","2"
"モーター油の引火点の温度はどれですか？","210℃","230℃","250℃","270℃","2"
"モーター油の流動点は何℃ですか？","-15℃","-12℃","-10℃","-7℃","2"
"モーター油は水に溶けますか？","はい","いいえ","部分的に溶ける","状況による","2"
"モーター油の粘り気についての説明はどれが正しいですか？","粘り気が非常に弱い","粘り気がやや強い","粘り気が非常に強い","粘り気がない","3"
"モーター油は水よりも重いですか？","はい","いいえ","同じくらいである","比重による","2"
"モーター油の消火に適している方法は何ですか？","水消火","泡消火","窒息消火","化学消火","3"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"特殊引火物の発火点はどの温度以下ですか？","80℃以下","100℃以下","120℃以下","140℃以下","2"
"特殊引火物の引火点はどの温度以下ですか？","0℃以下","-10℃以下","-20℃以下","-30℃以下","3"
"特殊引火物の沸点はどの温度以下ですか？","30℃以下","40℃以下","50℃以下","60℃以下","2"
"特殊引火物の指定数量は何リットルですか？","30リットル","50リットル","70リットル","100リットル","2"
"特殊引火物の爆発上限値について正しい説明はどれですか？","小さい","大きい","変動が激しい","特に定義されていない","2"
"特殊引火物の燃焼範囲について正しい説明はどれですか？","狭い","広い","非常に限定されている","燃焼範囲は存在しない","2"
"特殊引火物の蒸気比重は空気と比べてどうですか？","軽い","重い","同じ","変動する","2"
"次のうち特殊引火物に該当する物質はどれですか？","塩化ビニール","ジエチルエーテル","塩酸","水酸化ナトリウム","2"
"特殊引火物の下限値について正しい説明はどれですか？","大きい","小さい","変動が激しい","特に定義されていない","2"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"第１石油類の引火点は何℃未満ですか？","21℃未満","22℃未満","23℃未満","24℃未満","1"
"第１石油類の非水溶性物質の指定数量は何リットルですか？","100リットル","200リットル","300リットル","400リットル","2"
"第１石油類の水溶性物質の指定数量は何リットルですか？","200リットル","300リットル","400リットル","500リットル","3"
"第１石油類の性質について、正しいものはどれですか？","無色透明で特有の臭いがある","無色透明で無臭","有色で特有の臭いがある","有色で無臭","1"
"第１石油類に該当する非水溶性物質はどれですか？","ガソリン","水","塩化ナトリウム","石油","1"
"第１石油類に該当する水溶性物質はどれですか？","アセトン","水酸化ナトリウム","塩酸","硫酸","1"
"第１石油類の物質は水と比べてどうですか？","重い","軽い","同じ","変動する","2"
"第１石油類の物質の蒸気は空気と比べてどうですか？","軽い","重い","同じ","変動する","2"
"第１石油類の物質の流動性について正しい説明はどれですか？","流動性が小さい","流動性が大きく極めて引火しやすい","粘り気が強い","固形である","2"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"アルコール類を構成する炭素の原子の数は最大で何個までですか？","1個","2個","3個","4個","3"
"アルコール類の指定数量は何リットルですか？","100リットル","200リットル","300リットル","400リットル","4"
"アルコール類の引火点は何℃以下ですか？","15℃以下","20℃以下","25℃以下","30℃以下","3"
"アルコール類の特性として正しいものはどれですか？","無色透明で水によく溶ける","有色で水に溶けない","無色透明で水に溶けにくい","有色で水によく溶ける","1"
"アルコール類は水よりもどうですか？","軽い","重い","同じ","変動する","1"
"アルコール類の蒸気比重は空気と比べてどうですか？","軽い","重い","同じ","変動する","2"
"アルコール類に該当する主な物質はどれですか？","メチルアルコール","塩酸","水酸化ナトリウム","塩化ナトリウム","1"
"アルコール類の中で変性アルコールに該当するものはありますか？","あり","なし","分からない","選択不可","1"
"アルコール類の芳香について正しい説明はどれですか？","芳香がない","芳香がある","無臭","特有の臭いがある","2"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"第２石油類の引火点は何℃以上何℃未満ですか？","20℃以上60℃未満","21℃以上70℃未満","22℃以上80℃未満","23℃以上90℃未満","2"
"第２石油類の非水溶性物の指定数量は何リットルですか？","500リットル","1000リットル","1500リットル","2000リットル","2"
"第２石油類の水溶性物の指定数量は何リットルですか？","500リットル","1000リットル","1500リットル","2000リットル","4"
"クロロベンゼンや氷さく酸以外の第２石油類の液比重はどうですか？","1よりも大きい","1よりも小さい","1に等しい","測定不能","2"
"第２石油類の蒸気は空気に比べてどうですか？","軽い","重い","同じ","変動する","2"
"第２石油類に該当する非水溶性の主な物質はどれですか？","灯油","水","塩化ナトリウム","グリセリン","1"
"第２石油類に該当する水溶性の主な物質はどれですか？","水酸化ナトリウム","酢酸","酒精","塩化ナトリウム","2"
"第２石油類に該当する物質の液比重について正しい説明はどれですか？","全ての液比重は1よりも大きい","クロロベンゼン、氷さく酸の液比重のみ1よりも大きい","全ての液比重は1よりも小さい","液比重は物質によって異なる","2"
"第２石油類の物質は引火点に関してどのような特徴がありますか？","21℃以上70℃未満","20℃未満","70℃以上","70℃未満で変動","1"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"第３石油類の引火点は何℃以上何℃未満ですか？","69℃以上199℃未満","70℃以上200℃未満","71℃以上201℃未満","72℃以上202℃未満","2"
"第３石油類の非水溶性物の指定数量は何リットルですか？","1500リットル","2000リットル","2500リットル","4000リットル","2"
"第３石油類の水溶性物の指定数量は何リットルですか？","2000リットル","3000リットル","4000リットル","5000リットル","3"
"第３石油類の液比重は通常どうですか？","全ての物質が1よりも大きい","全ての物質が1よりも小さい","重油のみが1よりも小さい","液比重は物質によって異なるが、ほとんどが1よりも大きい","3"
"第３石油類の物質の状態は、温度20℃でどうですか？","固形","液状","気体","半固形","2"
"第３石油類に該当する非水溶性の主な物質はどれですか？","重油","水","塩化ナトリウム","酸素","1"
"第３石油類に該当する水溶性の主な物質はどれですか？","エタノール","塩酸","エチレングリコール","水酸化ナトリウム","3"
"第３石油類の物質は引火点に関してどのような特徴がありますか？","70℃以上200℃未満","20℃未満","200℃以上","70℃未満で変動","1"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"第４石油類の引火点は何℃以上何℃未満ですか？","199℃以上249℃未満","200℃以上250℃未満","201℃以上251℃未満","202℃以上252℃未満","2"
"第４石油類の指定数量は何リットルですか？","5000リットル","6000リットル","7000リットル","8000リットル","2"
"第４石油類の性質に関して正しいのはどれですか？","引火点が低い","水溶性","比重が1よりも大きいものが多い","比重が1よりも小さいものが多い","4"
"第４石油類に分類される物質の特徴は何ですか？","引火点が200℃以上","引火点が100℃未満","水溶性","引火点が70℃未満","1"
"第４石油類に該当する主な物質はどれですか？","ギヤー油","エタノール","水","酸素","1"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"動植物油類の引火点は何℃未満ですか？","250℃未満","300℃未満","350℃未満","400℃未満","1"
"動植物油類の指定数量は何リットルですか？","5000リットル","8000リットル","10000リットル","12000リットル","3"
"動植物油類の性質に関して正しいのはどれですか？","比重が水よりも大きい","自然発火の恐れがない","比重が水よりも小さい","すべての種類が乾性油である","3"
"動植物油類に分類される主な物質のカテゴリーは何ですか？","不乾性油","半合成油","全合成油","鉱物油","1"
"不乾性油に分類される動植物油類はどれですか？","ヤシ油","ナタネ油","アマニ油","鉱物油","1"

"質問","選択肢1","選択肢2","選択肢3","選択肢4","正解"
"第１種消火設備とは何ですか？","屋内、屋外消火栓設備","スプリンクラー設備","水を放射する固定消火設備","大型消火器","1"
"第２種消火設備とは何ですか？","屋内、屋外消火栓設備","スプリンクラー設備","水を放射する固定消火設備","大型消火器","2"
"第３種消火設備に分類されるのはどれですか？","屋内、屋外消火栓設備","スプリンクラー設備","水、水蒸気、ハロゲン化物など消火剤を放射する固定消火設備","大型消火器","3"
"第４種消火設備とは何ですか？","屋内、屋外消火栓設備","スプリンクラー設備","水を放射する固定消火設備","大型消火器","4"
"第５種消火設備とは何ですか？","屋内、屋外消火栓設備","スプリンクラー設備","水を放射する固定消火設備","小型消火器","5"

"質問","選択肢1","選択肢2","選択肢3","正解"
"冷却消火とはどのような方法ですか？","燃焼物を冷却して消火する","酸素の供給を断って消火する","可燃性物質を取り除いて消火する","1"
"窒息消火とはどのような方法ですか？","燃焼物を冷却して消火する","酸素の供給を断って消火する","可燃性物質を取り除いて消火する","2"
"除去消火とはどのような方法ですか？","燃焼物を冷却して消火する","酸素の供給を断って消火する","可燃性物質を取り除いて消火する","3"
"消火の３要素とは何を指しますか？","熱源、可燃性物質、酸素供給体","水、泡、粉末","消火器、ホース、ポンプ","1"
